slug,industry,note
tropicana-corporation-berhad,tech_software_internet,llm_tail_v1 (high)
uncountable,tech_software_internet,llm_tail_v1 (medium)
vannevarlabs,tech_software_internet,llm_tail_v1 (high)
velo3d,defense_aerospace,llm_tail_v1 (high)
victoria-s-secret-co,retail_ecommerce,llm_tail_v1 (medium)
withpulley,retail_ecommerce,llm_tail_v1 (medium)
yuno,tech_software_internet,llm_tail_v1 (high)
zodiac-solutions-inc,defense_aerospace,llm_tail_v1 (high)
aia-shared-services-sdn-bhd,tech_software_internet,llm_tail_v1 (high)
air-products-malaysia-sdn-bhd,manufacturing,llm_tail_v1 (medium)
american-air-filter-manufacturing-sdn-bhd,manufacturing,llm_tail_v1 (high)
american-unit-inc,real_estate_construction,llm_tail_v1 (high)
appleone-employment-services,finance_insurance,llm_tail_v1 (medium)
avantor,healthcare_pharma_biotech,llm_tail_v1 (high)
berkadia,finance_banking,llm_tail_v1 (medium)
bimbo-bakeries-usa,retail_ecommerce,llm_tail_v1 (high)
blackrock,tech_software_internet,llm_tail_v1 (high)
boston-scientific-medical-device-malaysia-sdn-bhd,tech_software_internet,llm_tail_v1 (high)
canopy-ad,defense_aerospace,llm_tail_v1 (medium)
careerteam,tech_software_internet,llm_tail_v1 (medium)
citizens,finance_banking,llm_tail_v1 (high)
cloudbeds,tech_software_internet,llm_tail_v1 (medium)
compeerfinancial,agriculture_food_production,llm_tail_v1 (medium)
connecteam,tech_software_internet,llm_tail_v1 (high)
curri,energy_utilities,llm_tail_v1 (high)
emergentlabsinc,tech_software_internet,llm_tail_v1 (medium)
everfield,tech_software_internet,llm_tail_v1 (medium)
exa,tech_software_internet,llm_tail_v1 (high)
frazierdeeter,finance_insurance,llm_tail_v1 (high)
g2,tech_software_internet,llm_tail_v1 (high)
gigs,tech_software_internet,llm_tail_v1 (high)
glia,tech_software_internet,llm_tail_v1 (high)
glide,tech_software_internet,llm_tail_v1 (high)
hebbia-ai,tech_software_internet,llm_tail_v1 (high)
inspiremedicalsystemsinc,healthcare_provider,llm_tail_v1 (high)
jahnelgroup,tech_software_internet,llm_tail_v1 (high)
jazzx-ai,tech_software_internet,llm_tail_v1 (high)
kleinfelder,real_estate_construction,llm_tail_v1 (high)
kymberconsultinggroup,defense_aerospace,llm_tail_v1 (medium)
larson-maddox,legal_services,llm_tail_v1 (high)
lasalle-network,tech_software_internet,llm_tail_v1 (medium)
lincolninternational,finance_banking,llm_tail_v1 (high)
manusai,tech_software_internet,llm_tail_v1 (medium)
marriott-vacations-worldwide,consumer_brands,llm_tail_v1 (high)
modine-manufacturing-company,manufacturing,llm_tail_v1 (high)
national-youth-advocate-program-nyap,healthcare_provider,llm_tail_v1 (high)
octus,tech_software_internet,llm_tail_v1 (medium)
only-world-group,healthcare_provider,llm_tail_v1 (medium)
overjet,healthcare_provider,llm_tail_v1 (medium)
parker-hannifin,tech_software_internet,llm_tail_v1 (medium)
personalisinc,healthcare_provider,llm_tail_v1 (high)
philips,healthcare_provider,llm_tail_v1 (high)
pvh-corp,tech_software_internet,llm_tail_v1 (high)
reply,tech_software_internet,llm_tail_v1 (high)
southern-glazer-s-wine-spirits,transportation_logistics,llm_tail_v1 (high)
squarespace,defense_aerospace,llm_tail_v1 (high)
sysco,education_k12,llm_tail_v1 (medium)
t-mobile,tech_software_internet,llm_tail_v1 (high)
theorchard,tech_software_internet,llm_tail_v1 (medium)
threatlocker,tech_software_internet,llm_tail_v1 (medium)
tipaltisolutions,tech_software_internet,llm_tail_v1 (medium)
twitch,media_entertainment,llm_tail_v1 (medium)
vertisystem,tech_software_internet,llm_tail_v1 (high)
westinghouse-electric-company,tech_software_internet,llm_tail_v1 (medium)
2u,tech_software_internet,llm_tail_v1 (high)
aeon-co-m-bhd,consulting_professional_services,llm_tail_v1 (medium)
alu,tech_software_internet,llm_tail_v1 (high)
asrc-federal,automotive,llm_tail_v1 (medium)
astera,tech_software_internet,llm_tail_v1 (high)
astrix,public_sector_government,llm_tail_v1 (medium)
atc,healthcare_pharma_biotech,llm_tail_v1 (medium)
avetta,tech_software_internet,llm_tail_v1 (high)
barnes-noble-college,retail_ecommerce,llm_tail_v1 (high)
beyondfinance,tech_software_internet,llm_tail_v1 (high)
bhhc,finance_insurance,llm_tail_v1 (high)
boyd-gaming,gaming,llm_tail_v1 (high)
cabonorte,tech_software_internet,llm_tail_v1 (high)
cfgi,finance_banking,llm_tail_v1 (high)
chewy,tech_software_internet,llm_tail_v1 (high)
commonwealth-of-kentucky,finance_banking,llm_tail_v1 (high)
decathlon-malaysia-sdn-bhd,retail_ecommerce,llm_tail_v1 (medium)
defenseunicorns,tech_software_internet,llm_tail_v1 (high)
dlocal,tech_software_internet,llm_tail_v1 (high)
ecolab,consumer_brands,llm_tail_v1 (high)
entrata,tech_software_internet,llm_tail_v1 (high)
felix,tech_software_internet,llm_tail_v1 (high)
fundingcircle,finance_fintech,llm_tail_v1 (medium)
gemini,finance_fintech,llm_tail_v1 (medium)
generalassembly,tech_software_internet,llm_tail_v1 (high)
gillig,automotive,llm_tail_v1 (medium)
hatchit,tech_software_internet,llm_tail_v1 (medium)
higgsfieldai,tech_software_internet,llm_tail_v1 (high)
huntress,tech_software_internet,llm_tail_v1 (medium)
integrated-resources-inc-iri,finance_insurance,llm_tail_v1 (high)
khanacademy,nonprofit,llm_tail_v1 (medium)
live-nation-entertainment,media_entertainment,llm_tail_v1 (medium)
lumileds-malaysia-sdn-bhd,automotive,llm_tail_v1 (medium)
mavenclinic,healthcare_provider,llm_tail_v1 (high)
mondel-z-international,retail_ecommerce,llm_tail_v1 (high)
naval-sea-systems-command,tech_software_internet,llm_tail_v1 (high)
nlb-services,tech_software_internet,llm_tail_v1 (high)
npaworldwide,tech_hardware_semiconductors,llm_tail_v1 (high)
on-semiconductor-malaysia-sdn-bhd,tech_hardware_semiconductors,llm_tail_v1 (high)
osi-engineering,tech_software_internet,llm_tail_v1 (high)
peakenergy,tech_software_internet,llm_tail_v1 (high)
peraton,tech_software_internet,llm_tail_v1 (high)
provision-people,nonprofit,llm_tail_v1 (medium)
raytheon,nonprofit,llm_tail_v1 (medium)
reducto,tech_software_internet,llm_tail_v1 (high)
rivr,tech_software_internet,llm_tail_v1 (high)
scm,real_estate_construction,llm_tail_v1 (high)
shifttechnology,tech_software_internet,llm_tail_v1 (high)
siemens-energy-sdn-bhd,energy_utilities,llm_tail_v1 (high)
sonderaustralia,tech_software_internet,llm_tail_v1 (high)
sonicwall,tech_software_internet,llm_tail_v1 (high)
stepful,tech_software_internet,llm_tail_v1 (high)
stop-shop,healthcare_pharma_biotech,llm_tail_v1 (high)
sun-life-malaysia-assurance-berhad,tech_software_internet,llm_tail_v1 (medium)
super.com,tech_software_internet,llm_tail_v1 (high)
superside,tech_software_internet,llm_tail_v1 (high)
system-soft-technologies,tech_software_internet,llm_tail_v1 (high)
taketwo,tech_software_internet,llm_tail_v1 (medium)
tas-energy-inc,energy_utilities,llm_tail_v1 (high)
turing,tech_software_internet,llm_tail_v1 (high)
tutorintelligence,tech_software_internet,llm_tail_v1 (high)
veolia-north-america,energy_utilities,llm_tail_v1 (medium)
vivenu,tech_software_internet,llm_tail_v1 (high)
24hourhomecare,real_estate_construction,llm_tail_v1 (high)
abang-usedcar-sdn-bhd,manufacturing,llm_tail_v1 (medium)
abclegalservices,tech_software_internet,llm_tail_v1 (medium)
adecco,real_estate_construction,llm_tail_v1 (high)
affin-bank-berhad,finance_banking,llm_tail_v1 (high)
allstate,tech_software_internet,llm_tail_v1 (high)
antora,energy_utilities,llm_tail_v1 (medium)
assetliving,real_estate_construction,llm_tail_v1 (medium)
avanade-malaysia-sdn-bhd,tech_software_internet,llm_tail_v1 (high)
best-global-logistics-technology-malaysia-sdn-bhd,transportation_logistics,llm_tail_v1 (high)
blacksemiconductor,tech_hardware_semiconductors,llm_tail_v1 (high)
bpcs,tech_software_internet,llm_tail_v1 (high)
capitalsolutionsgroup,tech_software_internet,llm_tail_v1 (high)
cloudwalk,tech_software_internet,llm_tail_v1 (high)
cooksys,consulting_professional_services,llm_tail_v1 (medium)
corelight,tech_software_internet,llm_tail_v1 (medium)
crossriverbank,finance_fintech,llm_tail_v1 (high)
dxc-technology-malaysia-sdn-bhd,consulting_professional_services,llm_tail_v1 (medium)
econstruct,real_estate_construction,llm_tail_v1 (high)
equip,healthcare_provider,llm_tail_v1 (medium)
exyte,tech_hardware_semiconductors,llm_tail_v1 (medium)
freenome,healthcare_provider,llm_tail_v1 (high)
gr8tech,media_entertainment,llm_tail_v1 (high)
hopeservices,retail_ecommerce,llm_tail_v1 (high)
imika-empire-sdn-bhd,retail_ecommerce,llm_tail_v1 (medium)
inclusively,tech_software_internet,llm_tail_v1 (high)
infinity-constellation,tech_software_internet,llm_tail_v1 (high)
infojini-inc,real_estate_construction,llm_tail_v1 (high)
infosys-malaysia-sdn-bhd,energy_utilities,llm_tail_v1 (high)
lakera.ai,tech_software_internet,llm_tail_v1 (medium)
lamudi,real_estate_construction,llm_tail_v1 (medium)
mindteck-software-malaysia-sdn-bhd,tech_software_internet,llm_tail_v1 (high)
myob-2,tech_software_internet,llm_tail_v1 (high)
netwealth,finance_fintech,llm_tail_v1 (medium)
oddin,media_entertainment,llm_tail_v1 (medium)
palo-alto-networks,tech_software_internet,llm_tail_v1 (medium)
panda-restaurant-group,retail_ecommerce,llm_tail_v1 (high)
primer.io,finance_fintech,llm_tail_v1 (medium)
prudential-assurance-malaysia-berhad,finance_insurance,llm_tail_v1 (high)
qvest.us,tech_software_internet,llm_tail_v1 (high)
redcellpartners,tech_software_internet,llm_tail_v1 (medium)
rent-a-center,retail_ecommerce,llm_tail_v1 (high)
reyes-beverage-group,consumer_brands,llm_tail_v1 (high)
secretariatadvisorsllc,real_estate_construction,llm_tail_v1 (high)
shipmonk,transportation_logistics,llm_tail_v1 (high)
showpad,finance_fintech,llm_tail_v1 (medium)
siemens-malaysia-sdn-bhd,real_estate_construction,llm_tail_v1 (medium)
span,tech_software_internet,llm_tail_v1 (high)
swap,tech_software_internet,llm_tail_v1 (high)
tacto,manufacturing,llm_tail_v1 (medium)
thought-machine,tech_software_internet,llm_tail_v1 (high)
toshibaglobalcommercesolutions,tech_software_internet,llm_tail_v1 (high)
toyota-capital-malaysia-sdn-bhd,media_entertainment,llm_tail_v1 (medium)
ups,transportation_logistics,llm_tail_v1 (high)
whitecap-search,finance_banking,llm_tail_v1 (medium)
yugabyte,tech_software_internet,llm_tail_v1 (medium)
acro-service-corp,manufacturing,llm_tail_v1 (high)
adidas,retail_ecommerce,llm_tail_v1 (high)
al-futtaim-group-asia-regional-business-services-sdn-bhd,retail_ecommerce,llm_tail_v1 (high)
alimentiv-2,healthcare_provider,llm_tail_v1 (high)
alxafrica,real_estate_construction,llm_tail_v1 (high)
applovin,tech_software_internet,llm_tail_v1 (medium)
axle,tech_software_internet,llm_tail_v1 (medium)
british-american-tobacco-malaysia-berhad-batm,consulting_professional_services,llm_tail_v1 (medium)
businessolver,tech_software_internet,llm_tail_v1 (high)
clearstreet,tech_software_internet,llm_tail_v1 (medium)
cloudinary,tech_software_internet,llm_tail_v1 (high)
convene,healthcare_provider,llm_tail_v1 (medium)
cox-automotive-inc,tech_software_internet,llm_tail_v1 (high)
dancom-group,real_estate_construction,llm_tail_v1 (high)
datsolutions,tech_software_internet,llm_tail_v1 (medium)
dexterity,manufacturing,llm_tail_v1 (high)
dragos,tech_software_internet,llm_tail_v1 (high)
ekimetrics,tech_software_internet,llm_tail_v1 (medium)
eleks,tech_software_internet,llm_tail_v1 (high)
eqvilentjobs,tech_software_internet,llm_tail_v1 (medium)
flohealth,tech_software_internet,llm_tail_v1 (high)
fullscript,healthcare_provider,llm_tail_v1 (medium)
gilead-sciences,finance_insurance,llm_tail_v1 (high)
goatgroup,transportation_logistics,llm_tail_v1 (medium)
gostudent,tech_software_internet,llm_tail_v1 (medium)
hannaford-supermarkets,healthcare_pharma_biotech,llm_tail_v1 (high)
harborglobal,real_estate_construction,llm_tail_v1 (high)
horizonindustrieslimited,consulting_professional_services,llm_tail_v1 (medium)
ikea,retail_ecommerce,llm_tail_v1 (high)
infotree-global-solutions,finance_insurance,llm_tail_v1 (high)
jumpcloud,tech_software_internet,llm_tail_v1 (high)
kawan-food-manufacturing-sdn-bhd,manufacturing,llm_tail_v1 (high)
kraft-heinz,manufacturing,llm_tail_v1 (high)
lam-soon-edible-oils-sdn-bhd,tech_software_internet,llm_tail_v1 (high)
lodgify,tech_software_internet,llm_tail_v1 (medium)
lucidsoftware,tech_software_internet,llm_tail_v1 (high)
macrohire,tech_software_internet,llm_tail_v1 (high)
mthreerecruitingportal,tech_software_internet,llm_tail_v1 (high)
panthalassa,energy_utilities,llm_tail_v1 (medium)
parafin,tech_software_internet,llm_tail_v1 (high)
patrianna,tech_software_internet,llm_tail_v1 (medium)
pebl,tech_software_internet,llm_tail_v1 (high)
pelago,tech_software_internet,llm_tail_v1 (high)
pharmacann,healthcare_pharma_biotech,llm_tail_v1 (high)
primee,nonprofit,llm_tail_v1 (medium)
rangam,retail_ecommerce,llm_tail_v1 (high)
rho,tech_software_internet,llm_tail_v1 (high)
rightsideup,tech_software_internet,llm_tail_v1 (high)
robin-radar,tech_software_internet,llm_tail_v1 (high)
roofstock,finance_banking,llm_tail_v1 (medium)
sagesure,finance_insurance,llm_tail_v1 (medium)
salesloft,tech_software_internet,llm_tail_v1 (medium)
shyftlabs,tech_software_internet,llm_tail_v1 (high)
sourceability,tech_hardware_semiconductors,llm_tail_v1 (medium)
stericycle,healthcare_provider,llm_tail_v1 (high)
sunday,tech_software_internet,llm_tail_v1 (high)
synectics-inc,finance_insurance,llm_tail_v1 (high)
taaraconnect,tech_hardware_semiconductors,llm_tail_v1 (medium)
tandem,tech_software_internet,llm_tail_v1 (high)
thatgamecompany,tech_software_internet,llm_tail_v1 (high)
ttxinc,manufacturing,llm_tail_v1 (medium)
u-s-pacific-fleet,defense_aerospace,llm_tail_v1 (medium)
venteon,automotive,llm_tail_v1 (medium)
watchguard,tech_software_internet,llm_tail_v1 (medium)
PAR Technology,tech_software_internet,llm_tail_v1 (medium)
adt,tech_software_internet,llm_tail_v1 (high)
alertus,tech_software_internet,llm_tail_v1 (high)
anotherco,consulting_professional_services,llm_tail_v1 (medium)
anybotics,tech_software_internet,llm_tail_v1 (high)
arcinstitute,tech_software_internet,llm_tail_v1 (medium)
automatticcareers,tech_software_internet,llm_tail_v1 (high)
babylist,media_entertainment,llm_tail_v1 (high)
berjaya-sompo-insurance-berhad,finance_insurance,llm_tail_v1 (high)
blacksky,tech_software_internet,llm_tail_v1 (medium)
bridgewater89,tech_software_internet,llm_tail_v1 (high)
celerion,healthcare_provider,llm_tail_v1 (high)
central-intelligence-agency,tech_software_internet,llm_tail_v1 (high)
ceso,energy_utilities,llm_tail_v1 (medium)
d-fendsolutions,tech_software_internet,llm_tail_v1 (medium)
dozee,tech_software_internet,llm_tail_v1 (medium)
duettoresearch,hospitality_food_service,llm_tail_v1 (high)
entrega,retail_ecommerce,llm_tail_v1 (high)
framatome,energy_utilities,llm_tail_v1 (medium)
gate,finance_fintech,llm_tail_v1 (medium)
gmg-sea-malaysia-sdn-bhd,retail_ecommerce,llm_tail_v1 (high)
gtslivingfoods,education_higher,llm_tail_v1 (high)
holisticindustries,healthcare_pharma_biotech,llm_tail_v1 (medium)
indotronix-avani-group,tech_software_internet,llm_tail_v1 (high)
iovancebiotherapeutics,tech_software_internet,llm_tail_v1 (high)
iqvia,healthcare_provider,llm_tail_v1 (medium)
kairospower,energy_utilities,llm_tail_v1 (medium)
kinexon,manufacturing,llm_tail_v1 (high)
laminarprojects,real_estate_construction,llm_tail_v1 (high)
levelai,tech_software_internet,llm_tail_v1 (high)
lightricks,tech_software_internet,llm_tail_v1 (high)
lyric,tech_software_internet,llm_tail_v1 (medium)
mars,manufacturing,llm_tail_v1 (medium)
maticrobots,tech_software_internet,llm_tail_v1 (high)
maven,tech_software_internet,llm_tail_v1 (high)
merge,tech_software_internet,llm_tail_v1 (high)
mobileanesthesiologists,healthcare_provider,llm_tail_v1 (medium)
navistar-inc,retail_ecommerce,llm_tail_v1 (high)
ninjatrader,retail_ecommerce,llm_tail_v1 (medium)
nivoda,tech_software_internet,llm_tail_v1 (medium)
overview,tech_software_internet,llm_tail_v1 (medium)
photon,tech_software_internet,llm_tail_v1 (medium)
pinnacle-group-inc,real_estate_construction,llm_tail_v1 (high)
renttherunway,tech_software_internet,llm_tail_v1 (medium)
rocket-companies,finance_fintech,llm_tail_v1 (medium)
sanmar,tech_software_internet,llm_tail_v1 (high)
savvy,tech_software_internet,llm_tail_v1 (high)
scribdinc,tech_software_internet,llm_tail_v1 (high)
seenhealth,healthcare_provider,llm_tail_v1 (high)
singerlewak,finance_insurance,llm_tail_v1 (high)
storable,tech_software_internet,llm_tail_v1 (high)
studycontractors,tech_software_internet,llm_tail_v1 (medium)
sunrisefarms,retail_ecommerce,llm_tail_v1 (medium)
superdial,tech_software_internet,llm_tail_v1 (high)
supplyhouse,tech_software_internet,llm_tail_v1 (high)
sweetgreen,hospitality_food_service,llm_tail_v1 (high)
talentwerx.io,tech_software_internet,llm_tail_v1 (high)
taptapsend,finance_fintech,llm_tail_v1 (medium)
terracon,real_estate_construction,llm_tail_v1 (medium)
terranorbitalcorporation,automotive,llm_tail_v1 (high)
voltai.careers,tech_software_internet,llm_tail_v1 (high)
wizehire,healthcare_provider,llm_tail_v1 (high)
world-wide-technology,real_estate_construction,llm_tail_v1 (high)
Antares,tech_hardware_semiconductors,llm_tail_v1 (high)
Druva,tech_software_internet,llm_tail_v1 (medium)
TrilogyFederal,tech_software_internet,llm_tail_v1 (high)
accenture,consulting_professional_services,llm_tail_v1 (medium)
agero,automotive,llm_tail_v1 (medium)
aia-it-m-sdn-bhd,tech_software_internet,llm_tail_v1 (medium)
aypapower,energy_utilities,llm_tail_v1 (medium)
bbyo,public_sector_government,llm_tail_v1 (high)
berjaya-land-berhad,real_estate_construction,llm_tail_v1 (medium)
bluecatnetworks,tech_software_internet,llm_tail_v1 (high)
bluestatedigital,media_entertainment,llm_tail_v1 (high)
brightwheel,tech_software_internet,llm_tail_v1 (medium)
bseglobal,tech_software_internet,llm_tail_v1 (high)
chs-inc,energy_utilities,llm_tail_v1 (medium)
circadiahealth,tech_software_internet,llm_tail_v1 (medium)
codalinc,tech_software_internet,llm_tail_v1 (medium)
coderio,tech_software_internet,llm_tail_v1 (medium)
correlationone,tech_software_internet,llm_tail_v1 (high)
cranialtechnologies,healthcare_devices,llm_tail_v1 (high)
datasoft-technologies-inc,tech_software_internet,llm_tail_v1 (high)
dexmate,tech_software_internet,llm_tail_v1 (medium)
ditto,tech_software_internet,llm_tail_v1 (high)
dominion-energy,energy_utilities,llm_tail_v1 (high)
dust,tech_software_internet,llm_tail_v1 (high)
eclaro,healthcare_provider,llm_tail_v1 (high)
ecoceres-renewable-fuels-sdn-bhd,energy_utilities,llm_tail_v1 (high)
ema,tech_software_internet,llm_tail_v1 (high)
enterprise-mobility,retail_ecommerce,llm_tail_v1 (medium)
er-meds,healthcare_provider,llm_tail_v1 (high)
extra-space-storage,retail_ecommerce,llm_tail_v1 (high)
ezcaterinc,tech_software_internet,llm_tail_v1 (high)
figs15,consumer_brands,llm_tail_v1 (high)
first-solar-malaysia-sdn-bhd,energy_utilities,llm_tail_v1 (high)
firstchoice-hiring,automotive,llm_tail_v1 (high)
firsthand,healthcare_provider,llm_tail_v1 (medium)
firstpro-inc,real_estate_construction,llm_tail_v1 (medium)
foodstuffs,retail_ecommerce,llm_tail_v1 (medium)
forgeglobal,defense_aerospace,llm_tail_v1 (medium)
foundry-for-good,tech_software_internet,llm_tail_v1 (medium)
glance,tech_software_internet,llm_tail_v1 (high)
global-payments-inc,tech_software_internet,llm_tail_v1 (high)
goodleap,tech_software_internet,llm_tail_v1 (medium)
harvey-nash,tech_software_internet,llm_tail_v1 (high)
infosys,consulting_professional_services,llm_tail_v1 (medium)
infuse,tech_software_internet,llm_tail_v1 (medium)
job-elite-tt-agency,tech_software_internet,llm_tail_v1 (high)
kayak,tech_software_internet,llm_tail_v1 (high)
kirin,tech_software_internet,llm_tail_v1 (high)
known,tech_software_internet,llm_tail_v1 (high)
ktek-resourcing,tech_software_internet,llm_tail_v1 (medium)
kyowakirinusa90,healthcare_provider,llm_tail_v1 (high)
lochgroup,real_estate_construction,llm_tail_v1 (high)
ltimindtree,finance_banking,llm_tail_v1 (medium)
lusternational,real_estate_construction,llm_tail_v1 (medium)
maddoxindustrialtransformer,manufacturing,llm_tail_v1 (high)
mantech,tech_software_internet,llm_tail_v1 (high)
meet,healthcare_pharma_biotech,llm_tail_v1 (high)
mitratech,tech_software_internet,llm_tail_v1 (high)
monumental,tech_software_internet,llm_tail_v1 (high)
nexamp,energy_utilities,llm_tail_v1 (medium)
nonstop-consulting,consulting_professional_services,llm_tail_v1 (high)
nucor-corporation,energy_utilities,llm_tail_v1 (high)
pantheon,tech_software_internet,llm_tail_v1 (medium)
payhawkio,tech_software_internet,llm_tail_v1 (high)
periodic-labs,tech_software_internet,llm_tail_v1 (medium)
picogrid,tech_software_internet,llm_tail_v1 (high)
pingcap,tech_software_internet,llm_tail_v1 (high)
quad,manufacturing,llm_tail_v1 (high)
quantware,tech_hardware_semiconductors,llm_tail_v1 (medium)
rushstreetinteractive,tech_software_internet,llm_tail_v1 (high)
s-p-global,tech_software_internet,llm_tail_v1 (high)
sime-darby-motors,automotive,llm_tail_v1 (high)
slideinsurance,finance_insurance,llm_tail_v1 (high)
soft-space-sdn-bhd,tech_software_internet,llm_tail_v1 (high)
spawglass,real_estate_construction,llm_tail_v1 (high)
sunrise-systems-inc,retail_ecommerce,llm_tail_v1 (high)
talentsafari,finance_banking,llm_tail_v1 (medium)
tem,tech_software_internet,llm_tail_v1 (high)
thrivemarket,tech_software_internet,llm_tail_v1 (high)
tic-the-industrial-company,media_entertainment,llm_tail_v1 (medium)
tommy-hilfiger,retail_ecommerce,llm_tail_v1 (medium)
twenty,tech_software_internet,llm_tail_v1 (medium)
uline,tech_software_internet,llm_tail_v1 (medium)
v-soft-consulting-group-inc,consulting_professional_services,llm_tail_v1 (high)
vixxo,real_estate_construction,llm_tail_v1 (high)
windborne-systems,tech_software_internet,llm_tail_v1 (high)
workatbackbase,finance_banking,llm_tail_v1 (medium)
yext,tech_software_internet,llm_tail_v1 (medium)
zapier,tech_software_internet,llm_tail_v1 (medium)
10pearlsamerica,tech_software_internet,llm_tail_v1 (medium)
The Job Sauce,tech_software_internet,llm_tail_v1 (medium)
alamarbiosciences,healthcare_provider,llm_tail_v1 (medium)
ambiencehealthcare,tech_software_internet,llm_tail_v1 (high)
analog-devices-sdn-bhd,real_estate_construction,llm_tail_v1 (medium)
