slug,industry,confidence
pakai-industries-berhad,consumer_brands,medium
pamir-development-sdn-bhd,real_estate_construction,high
pan-malaysian-pools-sdn-bhd,gaming,high
pansophiclearning,education_k12,high
pantech-corporation-sdn-bhd,manufacturing,high
pantherlabs,tech_software_internet,high
partnerforces,defense_aerospace,high
pastry-pro-sdn-bhd,consumer_brands,medium
paths-management-services,real_estate_construction,high
pearmill,media_entertainment,high
pembinaan-mitrajaya-sdn-bhd,real_estate_construction,high
people-solutions-center,consulting_professional_services,high
people-tech-group-inc,consulting_professional_services,high
persol-apac-business-support-services-sdn-bhd,consulting_professional_services,high
phxproduction,consumer_brands,high
phyton-talent-advisors,consulting_professional_services,high
picus,tech_software_internet,high
pilgrim,defense_aerospace,medium
pimco,finance_fintech,high
platoapp,tech_software_internet,high
playworks96,nonprofit,high
pointb,consulting_professional_services,high
poka,tech_software_internet,high
portcast,tech_software_internet,high
portland-general-electric,energy_utilities,high
pqshield,tech_software_internet,high
princeton10,media_entertainment,high
programmers-io,consulting_professional_services,high
proofpoint,tech_software_internet,high
protingent,consulting_professional_services,high
pryzm,tech_software_internet,high
purple-technology,finance_fintech,high
purvis,telecommunications,medium
qra-sdn-bhd,retail_ecommerce,medium
quadrivia,tech_software_internet,high
quanthealth,healthcare_pharma_biotech,high
quisitivejobs,consulting_professional_services,high
quotewell,finance_insurance,high
racapitalmanagementllc,finance_fintech,high
rainfocus,tech_software_internet,high
ranhill-technologies-sdn-bhd,energy_utilities,medium
raylu-ai,tech_software_internet,high
recall,tech_software_internet,high
red-oak,tech_software_internet,high
redbock-an-nes-fircroft-company,consulting_professional_services,high
redtech-offshore-sdn-bhd,energy_utilities,high
refeyn,healthcare_devices,high
regent-international-school,education_k12,high
reliable-business-technologies-sdn-bhd,consulting_professional_services,high
relotus,real_estate_construction,medium
repurposeglobal,consumer_brands,medium
resonate,media_entertainment,high
retro,healthcare_pharma_biotech,high
rev-energy-sdn-bhd,energy_utilities,high
revlocal,media_entertainment,high
rfa-2,consulting_professional_services,high
rimbunan-hijau-group-rh-group,agriculture_food_production,high
riocan,real_estate_construction,high
rk-south-asia-sdn-bhd,manufacturing,medium
romac-industries-inc,manufacturing,high
rothesaylife,finance_insurance,high
ruhm-marine-sdn-bhd,transportation_logistics,high
rva,healthcare_provider,high
rw-ship-management-sdn-bhd,transportation_logistics,high
safariai,tech_software_internet,high
saint-gobain-malaysia-sdn-bhd,manufacturing,high
salient,tech_software_internet,high
sap,tech_software_internet,high
sarawak-consolidated-industries-berhad,manufacturing,high
savii-2,finance_fintech,high
savvyinsurance-trellis,finance_insurance,high
scandinavian-ibs-sdn-bhd,manufacturing,medium
scholastic,education_k12,high
sdatasystems.com,consulting_professional_services,high
search-masters-inc,consulting_professional_services,high
searchapi,tech_software_internet,high
seerinteractive,media_entertainment,high
sema4.ai,tech_software_internet,high
sendcloud,tech_software_internet,high
sfmoma,nonprofit,high
sgs-technologie,consulting_professional_services,high
shake-shack,hospitality_food_service,high
shakepay,finance_fintech,high
shane-co,retail_ecommerce,high
shopmonkey,tech_software_internet,high
siaraa,consulting_professional_services,high
sig-sauer-inc,defense_aerospace,high
signature-international-berhad,manufacturing,high
silverspace-technologies-inc,consulting_professional_services,high
simple-ai,tech_software_internet,high
simpletruss-sdn-bhd,tech_software_internet,medium
simplextrading,finance_fintech,high
sinar-widuri-sdn-bhd,real_estate_construction,high
skill-quotient-technologies-sdn-bhd,consulting_professional_services,high
skp-bm-electronics-sdn-bhd,tech_hardware_semiconductors,high
skyworld-development-berhad,real_estate_construction,high
sls-bearings-malaysia-sdn-bhd,manufacturing,high
smaamerica,manufacturing,high
smartasset,tech_software_internet,high
spare,tech_software_internet,high
spekit,tech_software_internet,high
spinai,tech_software_internet,high
spins,consulting_professional_services,high
spmb,consulting_professional_services,high
sprchrgr,consulting_professional_services,high
sprypointservices,tech_software_internet,high
sri-kdu-subang-jaya-sdn-bhd,education_k12,high
st-elizabeth-physicians,healthcare_provider,high
staff-financial-group,consulting_professional_services,high
starcompliance,tech_software_internet,high
starkbank,finance_fintech,high
startale,finance_fintech,high
stashinvest,finance_fintech,high
storm2,consulting_professional_services,high
storyblok,tech_software_internet,high
suger,tech_software_internet,high
swift-haulage-berhad,transportation_logistics,high
syarikat-sin-kwang-plastic-industries-sdn-bhd-batu-pahat,manufacturing,high
symmetrio,consulting_professional_services,high
synmax,tech_software_internet,high
systems-llc-poweramp-dlm,manufacturing,high
systems-planning-analysis,defense_aerospace,high
t-e-m-engineering-group-sdn-bhd,manufacturing,medium
tactile-medical,healthcare_devices,high
tai-chong-marine-engineering-sdn-bhd,transportation_logistics,medium
tandemlaunch,consulting_professional_services,medium
tarvos-talent,consulting_professional_services,high
taskus-sdn-bhd,consulting_professional_services,high
tbwachiatday,media_entertainment,high
teachstone,education_k12,high
teague,defense_aerospace,high
team-one,media_entertainment,high
the-academies-of-math-and-science,education_k12,high
thltestcareers,nonprofit,medium
thornton-tomasetti,consulting_professional_services,high
thrive,healthcare_pharma_biotech,medium
thrivedigital,media_entertainment,high
thunder-software-technology-malaysia-sdn-bhd,tech_software_internet,high
tillo,finance_fintech,high
tin-can,tech_software_internet,high
titan-ai,tech_software_internet,high
tokio-marine-hcc,finance_insurance,high
tom-thumb-supermarket,retail_ecommerce,high
top-quality-recruitment-tqr,consulting_professional_services,high
toyota-malaysia,automotive,high
transcargo-worldwide-m-sdn-bhd,transportation_logistics,high
trinityparktalent,consulting_professional_services,high
trip-com-group,tech_software_internet,high
tripleringtechnologies,tech_hardware_semiconductors,high
troveo,tech_software_internet,high
trumid,finance_fintech,high
trustbank,finance_banking,high
tsmc,tech_hardware_semiconductors,high
turtlerockstudios,gaming,high
uda-holdings-berhad,real_estate_construction,high
uicgs-bowhead-family-of-companies,defense_aerospace,high
ulteig,consulting_professional_services,high
underdogfantasy,gaming,high
unity-search,consulting_professional_services,high
univar-solutions,manufacturing,high
univeris.com,tech_software_internet,high
varian,healthcare_devices,high
vat-manufacturing-malaysia-sdn-bhd,manufacturing,high
veear-projects-inc,consulting_professional_services,high
viamrobotics,tech_software_internet,high
villa-chee-sdn-bhd,hospitality_food_service,medium
vio,tech_software_internet,high
vip-community-services,nonprofit,high
virtahealth,healthcare_provider,high
vitablehealth,healthcare_provider,high
vital-lyfe,consumer_brands,medium
vizcom,tech_software_internet,high
voldex,gaming,high
volt,consulting_professional_services,high
voltalabs,healthcare_devices,high
vrchat,gaming,high
waveapps,finance_fintech,high
wealth-mastery-academy-sdn-bhd,education_higher,medium
wellist,healthcare_provider,high
weyerhaeuser,manufacturing,high
whitecircle,tech_software_internet,high
williams,energy_utilities,high
wingtra-2,defense_aerospace,high
wiz,tech_software_internet,high
wpg-holdings,tech_hardware_semiconductors,medium
wpp-success-enterprise,consulting_professional_services,medium
xla,consulting_professional_services,high
yan-sheung-malaysia-sdn-bhd,consumer_brands,medium
yld,consulting_professional_services,high
yubo,media_entertainment,high
yuen-keong-construction-renovation-sdn-bhd,real_estate_construction,high
yulista-holding-llc,defense_aerospace,high
zauber,tech_software_internet,high
zealotech-people,consulting_professional_services,high
zen-digital-marketing,media_entertainment,medium
zonecompanysoftwareconsultingllc,consulting_professional_services,high
zurn-elkay-water-solutions,manufacturing,high
1199seiu-benefit-and-pension-funds,finance_insurance,high
15five,tech_software_internet,high
1910genetics,healthcare_pharma_biotech,high
3f-resources-sdn-bhd,consulting_professional_services,medium
3go-technology-sdn-bhd,tech_software_internet,medium
3m,manufacturing,high
617mediagroup,media_entertainment,high
80000hours,nonprofit,high
9loop-software-sdn-bhd,tech_software_internet,high
a-w-malaysia-sdn-bhd,hospitality_food_service,high
ably30,tech_software_internet,high
abod-technology-services,consulting_professional_services,medium
abt-global,consulting_professional_services,high
acc-hesed-sdn-bhd,consumer_brands,medium
accesssoftek,tech_software_internet,high
accion-labs-sdn-bhd,consulting_professional_services,high
acclara,healthcare_provider,high
ace-partners,consulting_professional_services,high
acmar-group,consulting_professional_services,medium
ada-infrastructure,tech_software_internet,high
adbakx,consulting_professional_services,high
adidevelopments,real_estate_construction,high
adient-automotive-holding-m-sdn-bhd,automotive,high
advocate,legal_services,high
aegis-worldwide,consulting_professional_services,high
aem-microtronics-m-sdn-bhd,tech_hardware_semiconductors,high
aero,transportation_logistics,high
aescape,tech_hardware_semiconductors,high
aestudio,tech_software_internet,high
agilisys,tech_software_internet,high
agilize,consulting_professional_services,high
agmo-studio-sdn-bhd,tech_software_internet,high
airbus-customer-services-sdn-bhd,defense_aerospace,high
aircapture,energy_utilities,high
airdrop,tech_software_internet,medium
aisi,nonprofit,high
alembic,tech_software_internet,high
alku,consulting_professional_services,high
allegion,manufacturing,high
alleviatehealth,healthcare_provider,high
allied-reliability,consulting_professional_services,high
alphatech-software-sdn-bhd,consulting_professional_services,medium
alumniventures,finance_fintech,high
alunan-asas-sdn-bhd,real_estate_construction,medium
american-tire-distributors,retail_ecommerce,high
amsty,manufacturing,high
amy-s-kitchen,consumer_brands,high
anheuser-busch,consumer_brands,high
anhsin-technology-sdn-bhd,tech_software_internet,high
anonymous,other,low
ant-builder-concept-sdn-bhd,real_estate_construction,medium
antara-elektrik-sdn-bhd,real_estate_construction,medium
antenna,tech_software_internet,high
anthropologie,retail_ecommerce,high
arbor-homes,real_estate_construction,high
arcade-ai,tech_software_internet,high
aretum,defense_aerospace,high
arketa,tech_software_internet,high
arrow-electronics,tech_hardware_semiconductors,high
aryzta-food-solutions-malaysia-sdn-bhd,agriculture_food_production,high
ascentt,consulting_professional_services,high
ascertain,tech_software_internet,high
ashton-woods-homes,real_estate_construction,high
aspiringit,consulting_professional_services,high
astaka-padu-sdn-bhd,real_estate_construction,medium
astellas-pharma,healthcare_pharma_biotech,high
atc-surface-finishing-sdn-bhd,manufacturing,high
authenticx,tech_software_internet,high
avanciers,consulting_professional_services,high
avante,tech_software_internet,medium
axiom-space,defense_aerospace,high
azman-hamzah-plastik-sdn-bhd,manufacturing,high
b12,tech_software_internet,high
baker-tilly,consulting_professional_services,high
ballard-spahr-llp,legal_services,high
bangsar-heights-pavilion-sdn-bhd,real_estate_construction,high
bannershop-advertising-printing-m-sdn-bhd,media_entertainment,medium
baselane,finance_fintech,high
batu-kawan-bhd,agriculture_food_production,high
bcc,defense_aerospace,medium
bd-agriculture-malaysia-sdn-bhd,agriculture_food_production,high
bekk,consulting_professional_services,high
belcan,consulting_professional_services,high
bellworth-developments-sdn-bhd,real_estate_construction,high
berlinbrands,consumer_brands,high
berrypay-m-sdn-bhd,finance_fintech,high
bhg-inc,finance_fintech,high
big-tex-trailers,manufacturing,high
bigbear-ai,defense_aerospace,high
billion-onsen-spa-sdn-bhd,hospitality_food_service,medium
billups,media_entertainment,high
biomedrealty,real_estate_construction,high
bizhub-asia-pte-ltd,defense_aerospace,high
blackrock-resources-llc,consulting_professional_services,high
blaxel,tech_software_internet,high
blockparty,hospitality_food_service,high
bloomin-brands-inc,hospitality_food_service,high
bmw-manufacturing-co-llc,automotive,high
bodycote,manufacturing,high
bose-corporation,consumer_brands,high
bossard-m-sdn-bhd,manufacturing,high
braiins,finance_fintech,high
braineffectjobs,consumer_brands,high
brandsafway,real_estate_construction,high
brevium,tech_software_internet,high
brickhouse-resources,consulting_professional_services,high
bridgestone-americas,manufacturing,high
bright-property-service-malaysia-sdn-bhd,real_estate_construction,high
brighte,finance_fintech,high
brilliant,education_higher,high
brilliant-infotech-inc,consulting_professional_services,high
britecore,tech_software_internet,high
bssb-leather-fabric-chairs,manufacturing,medium
bunkerhillhealth,tech_software_internet,high
c-h-robinson,transportation_logistics,high
c3integratedsolutions,defense_aerospace,high
cais,finance_fintech,high
cambrex,healthcare_pharma_biotech,high
camwell-sdn-bhd,manufacturing,medium
canvasmedical,tech_software_internet,high
capchase,finance_fintech,high
capital-group,finance_fintech,high
cara-ai,tech_software_internet,high
cardinal-group-companies,real_estate_construction,high
cardzone-sdn-bhd,tech_software_internet,medium
careerstrengo,consulting_professional_services,medium
caring-pharmacy-retail-management-sdn-bhd,retail_ecommerce,high
cbase-inc,consulting_professional_services,high
ccc-intelligent-solutions,tech_software_internet,high
ccs-global-tech,defense_aerospace,high
cerebral,healthcare_provider,high
certitude-placement-sdn-bhd,consulting_professional_services,high
cf-industries,agriculture_food_production,high
championsgroupholdings,real_estate_construction,high
chariotenergy,energy_utilities,high
charles-charles-group,real_estate_construction,high
charter-global,consulting_professional_services,high
chenmoore,consulting_professional_services,high
china-railway-electrification-engineering-group-malaysia-sdn-bhd,transportation_logistics,high
chipotle-mexican-grill,hospitality_food_service,high
christiancareministry,nonprofit,high
cibc-us,finance_banking,high
cid-realtors-sdn-bhd,real_estate_construction,high
cin7,tech_software_internet,high
circleso,tech_software_internet,high
ciresi-morek,consulting_professional_services,high
cisco-m-sdn-bhd,tech_hardware_semiconductors,high
citizen,media_entertainment,high
clear-engineering-recruitment,consulting_professional_services,high
clearlinktechnologiesllc,media_entertainment,high
clovity,consulting_professional_services,high
cma-cgm-ficom-sdn-bhd,transportation_logistics,high
cmgi-sdn-bhd,consulting_professional_services,medium
codeorg,nonprofit,high
coderpad,tech_software_internet,high
coefficient,tech_software_internet,high
coforge,consulting_professional_services,high
coinhako,finance_fintech,high
community-access,nonprofit,high
compassx,consulting_professional_services,high
cond-nast,media_entertainment,high
conduct,tech_software_internet,high
conductorai,defense_aerospace,high
conduent,consulting_professional_services,high
confidential-company,other,low
connection,consulting_professional_services,high
constellation-brands,consumer_brands,high
contentstack,tech_software_internet,high
copilot-money,finance_fintech,high
cordia-resources-by-cherry-bekaert,consulting_professional_services,high
corporatecareers,consulting_professional_services,high
corps-team,consulting_professional_services,high
cotullaeducation,education_higher,high
cowsquare-technology-limited,tech_software_internet,medium
cox-communications,telecommunications,high
cpc-colder-products-company,manufacturing,high
cps-recruitment,consulting_professional_services,high
cr-sea-malaysia-sdn-bhd,consulting_professional_services,medium
criticalinnovations,healthcare_pharma_biotech,high
crown-equipment-corporation,manufacturing,high
csciconsulting,consulting_professional_services,high
cvista-hr-consulting-pte-ltd,consulting_professional_services,high
cxnpl,tech_software_internet,high
cxtsoftware,tech_software_internet,high
d-d-food-beverage-sdn-bhd,consumer_brands,medium
daikin-applied-malaysia-sdn-bhd,manufacturing,high
daikin-comfort,manufacturing,high
dantech-corporation-inc,consulting_professional_services,high
darson-electronics-sdn-bhd,tech_hardware_semiconductors,medium
databento,finance_fintech,high
datastealth,tech_software_internet,high
daylight,energy_utilities,high
dcconnect-global,telecommunications,high
deepwatchinc,tech_software_internet,high
defense-contract-audit-agency,defense_aerospace,high
degem-masterpiece-sdn-bhd,retail_ecommerce,medium
dematic,manufacturing,high
dentsu,media_entertainment,high
dhl-express,transportation_logistics,high
dhl-global-forwarding,transportation_logistics,high
dhl-global-forwarding-malaysia-sdn-bhd,transportation_logistics,high
digible,media_entertainment,high
diginn,hospitality_food_service,high
digitas-north-america,media_entertainment,high
dj-engineering-and-construction,real_estate_construction,high
doji,tech_software_internet,high
dollar-general,retail_ecommerce,high
dominium,real_estate_construction,high
donatech-corporation,defense_aerospace,high
donato-technologies-inc,consulting_professional_services,high
dourolabs.xyz,finance_fintech,high
dozo-nanyang-kopi-house,hospitality_food_service,high
drug-enforcement-administration,public_sector_government,high
dtb-creation-sdn-bhd,media_entertainment,medium
duck-duck-go,tech_software_internet,high
dufu-industries-s-b,manufacturing,high
dupont,manufacturing,high
e2open-development-corporation,tech_software_internet,high
ea-recruitment-pte-ltd,consulting_professional_services,high
easterseals-goodwill-northern-rocky-mountain,nonprofit,high
eating-recovery-center,healthcare_provider,high
echo-chem-sdn-bhd,manufacturing,high
ecldc,tech_software_internet,medium
econsave-cash-carry-pd-sdn-bhd,retail_ecommerce,high
edaran-precision-industries-sdn-bhd,manufacturing,high
effectual,consulting_professional_services,high
eita-resources-bhd,manufacturing,high
eko-metal-industries-sdn-bhd,manufacturing,high
elegance-senior-living,healthcare_provider,high
elite-workforce-inc,consulting_professional_services,high
elken-sdn-bhd,consumer_brands,high
emergent-holdings,finance_insurance,high
enable,tech_software_internet,high
encore-talent-solutions,consulting_professional_services,high
energy-by-5,energy_utilities,high
energyrecovery,energy_utilities,high
envato-2,tech_software_internet,high
envision-digital-technologies-sdn-bhd,consulting_professional_services,medium
epic-insurance-brokers-consultants,finance_insurance,high
epsom-international-school,education_k12,high
ergon-inc,manufacturing,high
ernest,consulting_professional_services,high
ernst-young-consulting-sdn-bhd,consulting_professional_services,high
etd-makmur-m-sdn-bhd,consulting_professional_services,medium
ethena,tech_software_internet,high
ethenalabs,finance_fintech,high
evergreenservicesgroup,consulting_professional_services,high
evol-technologies-sdn-bhd,tech_software_internet,medium
exact-automation-sdn-bhd,manufacturing,medium
excel-force,tech_software_internet,high
fairmont-industries-sdn-bhd,manufacturing,medium
famous-footwear,retail_ecommerce,high
fc-bios-sdn-bhd,healthcare_devices,medium
fci-connectors-malaysia-sdn-bhd,tech_hardware_semiconductors,high
federation-of-malaysian-manufacturers,nonprofit,high
findanomaly,tech_software_internet,high
finexus-sdn-bhd,tech_software_internet,high
fintrust-connect,consulting_professional_services,high
first-search-inc,consulting_professional_services,high
flextek,consulting_professional_services,high
flintex-consulting-pte-ltd,consulting_professional_services,high
foodpanda-malaysia-sdn-bhd-corporate-office,tech_software_internet,high
foresight-asia-pacific-sdn-bhd,manufacturing,medium
forthea,media_entertainment,high
foundation-llm-technologies,tech_software_internet,high
founderscard,consumer_brands,high
foursquare,tech_software_internet,high
foxconn-technology-malaysia-sdn-bhd,manufacturing,high
fpi-management,real_estate_construction,high
fpt-software-malaysia-sdn-bhd,consulting_professional_services,high
frankel-staffing-partners,consulting_professional_services,high
franky-construction-sdn-bhd,real_estate_construction,high
freemont-yardley-search,consulting_professional_services,high
freshworks,tech_software_internet,high
fuji-electric-malaysia-sdn-bhd,tech_hardware_semiconductors,high
fujifilm-malaysia-sdn-bhd,tech_hardware_semiconductors,high
fujitsu-systems-global-solutions-management-sdn-bhd,consulting_professional_services,high
fusion-life-sciences-technologies-llc,healthcare_pharma_biotech,high
gadang-works-sdn-bhd,real_estate_construction,high
galaxy,finance_fintech,high
gametimeunited,media_entertainment,high
garage-door-doctor,real_estate_construction,high
gard-inc-sdn-bhd,consulting_professional_services,medium
gates-corporation,manufacturing,high
gausslabs,tech_software_internet,high
gb-global-malaysia-sdn-bhd,consulting_professional_services,medium
generalintelligencecompany,tech_software_internet,high
generalrobotics,tech_hardware_semiconductors,high
generation-two-thousand-apparel-sdn-bhd,consumer_brands,high
genmab,healthcare_pharma_biotech,high
gensler,consulting_professional_services,high
getzuma,tech_software_internet,high
gfk-retail-and-technology-malaysia-sdn-bhd,consulting_professional_services,high
giantspoon,media_entertainment,high
gigfinesse,media_entertainment,high
gingerlabsinc,tech_software_internet,high
golden-technology,consulting_professional_services,high
goldenhippo,consumer_brands,high
gotrg,retail_ecommerce,high
gowin-search-llc,consulting_professional_services,high
grabagun,retail_ecommerce,high
gradient,tech_software_internet,high
graphic-t-shirts,consulting_professional_services,low
gratia,finance_fintech,high
green-force-sustainability-sdn-bhd,consulting_professional_services,medium
greenboard,tech_software_internet,high
greenheck-group,manufacturing,high
grifols,healthcare_pharma_biotech,high
groupbyinc,tech_software_internet,high
grover,retail_ecommerce,high
grownce-sdn-bhd,consulting_professional_services,medium
guardian,real_estate_construction,high
guardian-industries,manufacturing,high
guerbet,healthcare_pharma_biotech,high
guidewheel,tech_software_internet,high
guntergroup,consulting_professional_services,high
gussmann-technologies-sdn-bhd,manufacturing,medium
h-r-chempharm-asia-sdn-bhd,manufacturing,medium
haizelabs,tech_software_internet,high
halobraid,manufacturing,medium
hamlyn-williams,consulting_professional_services,high
hang,tech_software_internet,high
hanwa-steel-centre-m-sdn-bhd,manufacturing,high
hanwharenewables,energy_utilities,high
hao-xiang-chi-seafood-restaurant-group-sdn-bhd,hospitality_food_service,high
hard-rock-casino-cincinnati,media_entertainment,high
hard-rock-casino-rockford,media_entertainment,high
harmonic-security-inc,tech_software_internet,high
hasbro,consumer_brands,high
hati-international-sdn-bhd,consulting_professional_services,high
helius-technologies-sdn-bhd,consulting_professional_services,high
henderson-harbor-group,consulting_professional_services,high
herondata,tech_software_internet,high
hf-sinclair,energy_utilities,high
hgen,energy_utilities,high
higherlogic,tech_software_internet,high
hilton-americas-houston,hospitality_food_service,high
hire-it-people-inc,consulting_professional_services,high
hivesmart-consulting,consulting_professional_services,high
hok,consulting_professional_services,high
homevision,tech_software_internet,high
hosailey-technology-sdn-bhd,consulting_professional_services,medium
hotwire-communications-ltd,telecommunications,high
hunt-guillot-associates-hga,consulting_professional_services,high
hunter-bond,consulting_professional_services,high
huxley,consulting_professional_services,high
hypr,tech_software_internet,high
icon,tech_software_internet,high
idaho-national-laboratory,energy_utilities,high
idealistconsulting,consulting_professional_services,high
iep-sdn-bhd,manufacturing,medium
ifp-engineering-solutions-sdn-bhd,energy_utilities,high
igb-berhad,real_estate_construction,high
imec,manufacturing,medium
imeg,consulting_professional_services,high
inceptive,healthcare_pharma_biotech,high
indebted,finance_fintech,high
infinit,automotive,high
infinite-machine,tech_hardware_semiconductors,high
infoobjects-inc,consulting_professional_services,high
ingenious-lab-sdn-bhd,tech_software_internet,medium
inmagine,tech_software_internet,high
inotiv,healthcare_pharma_biotech,high
insperity,consulting_professional_services,high
inspire-medical-systems,healthcare_devices,high
instapay-technologies-sdn-bhd,finance_fintech,high
insultec-duragate-sdn-bhd,real_estate_construction,medium
integer-holdings-corporation,healthcare_devices,high
intellect,healthcare_provider,high
interior-talent,consulting_professional_services,high
international-federation-of-red-cross-red-crescent-societies,nonprofit,high
international-systems-technologies-inc,consulting_professional_services,high
intone,consulting_professional_services,high
inx-international-ink-co,manufacturing,high
iovino,real_estate_construction,high
iris-software-inc,consulting_professional_services,high
isoftstone-sdn-bhd,consulting_professional_services,high
it-america-inc,consulting_professional_services,high
ita-asia-limited,finance_fintech,medium
itt-inc,manufacturing,high
itw,manufacturing,high
itw-meritex-sdn-bhd,manufacturing,high
jab-recruitment,consulting_professional_services,high
james-avery-artisan-jewelry,retail_ecommerce,high
jd-sports-fashion-sdn-bhd,retail_ecommerce,high
jebsen-jessen-group-services-sdn-bhd,consulting_professional_services,high
jobsmckinneycom,media_entertainment,medium
johnson-matthey-services-sdn-bhd,consulting_professional_services,medium
jp-asia-capital-sdn-bhd,finance_fintech,medium
jrk-holdings-berhad,real_estate_construction,medium
jump-from-paper-sdn-bhd,consumer_brands,high
juullabs,consumer_brands,high
kapta-space,defense_aerospace,high
kate-spade-new-york,consumer_brands,high
katimas-sdn-bhd,consulting_professional_services,medium
kerry,consumer_brands,high
khaite,consumer_brands,high
kindred,tech_software_internet,high
kineta-sdn-bhd,real_estate_construction,medium
kingdom-digital-solutions-sdn-bhd,media_entertainment,high
kinta-press-packaging-m-sdn-bhd,manufacturing,high
knowhirematch,consulting_professional_services,high
knowlix,tech_software_internet,high
knute-nelson,healthcare_provider,high
ko-specialist-medical-centre,healthcare_provider,high
koalahealth,healthcare_provider,high
kodifly,tech_software_internet,high
koerber-technologies-sdn-bhd,manufacturing,high
komatsu,manufacturing,high
koyo-corporate-m-sdn-bhd,manufacturing,medium
l-occitane-malaysia-sdn-bhd,consumer_brands,high
la-perfeccion-sdn-bhd,consumer_brands,medium
labuan-financial-services-authority-labuan-fsa,public_sector_government,high
laclippers,media_entertainment,high
lakeshore-learning-materials,education_k12,high
land-pacific-development-sdn-bhd,real_estate_construction,high
lassie,tech_software_internet,high
laticrete-international,manufacturing,high
lawrence-livermore-national-laboratory,defense_aerospace,high
lds-international-asset-management-sdn-bhd,real_estate_construction,medium
leader-energy-holding-berhad,energy_utilities,high
leaf-home,real_estate_construction,high
leanlayer,consulting_professional_services,high
legalist,finance_fintech,high
lendlease,real_estate_construction,high
lexisnexis,tech_software_internet,high
licor,manufacturing,high
light-wonder,gaming,high
lightship,automotive,high
linkk-busway-systems-m-sdn-bhd,manufacturing,medium
linquest,defense_aerospace,high
litellm,tech_software_internet,high
litify,tech_software_internet,high
llc-infra-sdn-bhd,real_estate_construction,medium
loancrate,finance_fintech,high
localcoin,finance_fintech,high
lodestarspace,defense_aerospace,high
loot-labs,tech_software_internet,high
lotte-em-malaysia-sdn-bhd,manufacturing,high
ltv,tech_software_internet,high
lucas-james-talent-partners,consulting_professional_services,high
lumiq-learn,education_higher,high
lundbeck,healthcare_pharma_biotech,high
lutheran-community-services-northwest,nonprofit,high
lvmh-fashion-group,consumer_brands,high
m-a-securities-sdn-bhd,finance_fintech,high
mac-cosmetics,consumer_brands,high
mac-partners,consulting_professional_services,medium
mach9,tech_software_internet,high
madison-square-garden-entertainment-corp,media_entertainment,high
madisonenergyinfrastructure,energy_utilities,high
magnopus,media_entertainment,high
mara-liner-sdn-bhd,transportation_logistics,high
maravailifesciences,healthcare_pharma_biotech,high
marketsense-ict-sdn-bhd,consulting_professional_services,medium
mastercard,finance_fintech,high
mastertech-solutions-sdn-bhd,consulting_professional_services,medium
maven-link,consulting_professional_services,medium
maxwise-management-hr-services,consulting_professional_services,high
mcghealth,healthcare_provider,high
mdcalc,tech_software_internet,high
mechanism-ventures,finance_fintech,high
medpace,healthcare_pharma_biotech,high
mega-fortris-berhad,manufacturing,high
meijer,retail_ecommerce,high
meinhardt-epcm-sdn-bhd,consulting_professional_services,high
melaleuca-the-wellness-company,consumer_brands,high
memglobal,nonprofit,high
memic,finance_insurance,high
metoxinternationalinc,manufacturing,high
metroplushealth,finance_insurance,high
mettler-toledo-m-sdn-bhd,manufacturing,high
michael-kors,consumer_brands,high
micro-ocean-technologies-sdn-bhd,consulting_professional_services,medium
micro-technology-solution-sdn-bhd,consulting_professional_services,high
microplan-tech-sdn-bhd,consulting_professional_services,medium
mie-industrial-sdn-bhd,real_estate_construction,medium
mindsource,consulting_professional_services,high
minted,retail_ecommerce,high
misarma-supply-sdn-bhd,consulting_professional_services,medium
miteksystems-2,tech_software_internet,high
modivcare,healthcare_provider,high
modular-scale-sdn-bhd,real_estate_construction,medium
monoluxury-sdn-bhd,consumer_brands,medium
morningbrew,media_entertainment,high
morph-enterprise,consulting_professional_services,high
motive,media_entertainment,high
motor-city-auto-parts-sdn-bhd,automotive,high
mott-macdonald-malaysia-sdn-bhd,consulting_professional_services,high
mountaire-farms,agriculture_food_production,high
moveindustries,tech_software_internet,high
movementstrategy,media_entertainment,high
myshell,tech_software_internet,high
navi,tech_software_internet,high
nayya,finance_insurance,high
neerinfo-solutions,consulting_professional_services,high
nehemiah-reinforced-soil-sdn-bhd,real_estate_construction,high
neighborly,real_estate_construction,high
net-one-asia-sdn-bhd,tech_software_internet,medium
netizen-testing-sdn-bhd,tech_software_internet,high
networkoptix,tech_software_internet,high
neural-solutions,defense_aerospace,high
new-chen-motor-credit-sdn-bhd,finance_fintech,medium
newbridge-alliance-pte-ltd,energy_utilities,high
newly-weds-foods,agriculture_food_production,high
nextenergygroup,energy_utilities,high
niktor,consulting_professional_services,high
nipro-medical-corporation,healthcare_devices,high
nirvana-memorial-park-karak-berhad,other,medium
norma-products-malaysia-sdn-bhd,manufacturing,high
norsk-hydro,manufacturing,high
nsw-automation-sdn-bhd,manufacturing,medium
nv5,consulting_professional_services,high
o-i,manufacturing,high
oak-technologies-inc,consulting_professional_services,high
oakland-feather-river-camp,hospitality_food_service,high
obvious,consulting_professional_services,high
odp-business-solutions,retail_ecommerce,high
office-of-inspector-general,public_sector_government,high
office-of-management-and-budget,public_sector_government,high
olly,consumer_brands,high
omnilex,tech_software_internet,high
one-allianz-consortium-sdn-bhd,consulting_professional_services,medium
one-medicare-sdn-bhd,real_estate_construction,high
onesixsolutions27,consulting_professional_services,high
onsemi,tech_hardware_semiconductors,high
ooma,telecommunications,high
